,task_1,task_1,task_2,task_2,task_3,task_3,task_4,task_4,task_5,task_5,task_6,task_6,task_7,task_7,task_8,task_8,task_9,task_9,task_10,task_10
28279,,,,,,,,,,,['Strong Bar'],['Weak Bar'],,,,,,,['Central Bulge (Moderate)'],['Central Bulge (Small)']
28280,,,,,,,,,,,,,,,,,,,,
28281,,,,,,,,,,,,,,,,,,,,
28282,,,,,,,['Merging (None)'],['Merging (Minor Disturbance)'],,,,,,,,,,,['Central Bulge (Small)'],['Central Bulge (Moderate)']
28283,,,,,,,,,,,,,,,,,,,,
28284,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)']
28285,,,,,,,,,['Bulge (Rounded)'],['Bulge (None)'],,,,,,,,,,
28286,,,,,,,,,,,['No Bar'],['Weak Bar'],,,,,,,['Central Bulge (Moderate)'],['Central Bulge (None)']
28287,,,,,,,,,,,,,,,,,,,,
28288,,,,,,,,,,,,,,,,,,,,
28289,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],,,,,,,,,,
28290,,,,,,,,,,,,,,,,,,,,
28291,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['Weak Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)']
28292,,,,,,,,,,,,,,,,,,,,
28293,,,,,,,,,,,,,,,,,['Spiral Arms (3)'],['Spiral Arms (cannot tell)'],,
28294,,,,,,,,,,,,,,,,,,,,
28295,,,,,,,,,,,['Weak Bar'],['No Bar'],,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],,,['Central Bulge (Moderate)'],['Central Bulge (Small)']
28296,,,,,,,,,,,,,,,,,,,,
28297,,,,,,,,,,,,,,,,,,,,
28298,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28299,,,,,,,,,,,,,,,,,,,,
28300,,,,,,,,,,,,,,,,,,,,
28301,,,['In Between'],['Round'],,,['Merging (Minor Disturbance)'],['Merging (Merger)'],,,,,,,,,,,,
28302,,,,,,,,,,,,,,,,,,,,
28303,,,,,,,,,,,,,,,,,,,,
28304,,,,,,,,,,,,,,,,,,,,
28305,,,,,,,,,,,,,,,,,,,,
28306,,,,,,,,,,,,,,,,,,,,
28307,,,,,,,,,,,,,,,,,,,['Central Bulge (Small)'],['Central Bulge (Moderate)']
28308,,,,,,,,,,,,,,,,,,,,
28309,,,,,,,,,,,,,,,,,,,,
28310,,,,,,,,,,,,,,,,,,,,
28311,,,,,,,,,,,,,,,,,,,,
28312,,,,,,,,,,,['No Bar'],['Weak Bar'],,,,,,,,
28313,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28314,,,,,,,,,,,,,,,,,,,,
28315,,,,,,,,,,,,,,,,,,,,
28316,,,,,,,,,,,,,,,,,,,,
28317,,,,,,,,,,,['Strong Bar'],['Weak Bar'],,,,,,,['Central Bulge (Moderate)'],['Central Bulge (Small)']
28318,,,,,,,,,,,,,,,,,,,,
28319,,,,,,,,,,,,,,,,,,,,
28320,,,,,,,,,,,,,,,,,,,,
28321,,,,,,,,,,,,,,,,,,,,
28322,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
28323,,,,,,,,,,,,,,,,,,,,
28324,,,,,,,,,,,,,,,,,,,,
28325,,,,,,,,,,,,,,,,,,,,
28326,,,,,,,,,,,,,,,,,,,,
28327,['Artifact'],['Smooth'],,['In Between'],,,,['Merging (Minor Disturbance)'],,,,,,,,,,,,
28328,,,,,,,,,,,,,,,,,,,,
28329,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28330,['Featured or Disk'],['Smooth'],,['Round'],['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)'],
28331,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
28332,,,,,,,,,,,,,,,,,,,,
28333,,,,,,,,,,,,,,,,,,,,
28334,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (cannot tell)'],,['Central Bulge (Moderate)']
28335,,,,,,,,,,,,,,,,,,,,
28336,,,['Cigar Shaped'],['In Between'],,,,,,,,,,,,,,,,
28337,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28338,,,,,,,,,,,,,,,,,,,,
28339,,,['In Between'],['Cigar Shaped'],,,,,,,,,,,,,,,,
28340,,,,,,,,,,,,,,,,,,,,
28341,,,['In Between'],['Cigar Shaped'],,,,,,,,,,,,,,,,
28342,,,,,,,,,,,,,,,,,,,,
28343,,,,,,,,,,,,,,,,,,,,
28344,,,,,,,,,,,,,,,,,,,,
28345,,,,,,,,,,,,,,,,,,,,
28346,,,['In Between'],['Cigar Shaped'],,,,,,,,,,,,,,,,
28347,,,,,,,,,,,,,,,['Spiral Winding (Loose)'],['Spiral Winding (Medium)'],,,,
28348,,,,,,,,,,,,,,,,,,,,
28349,,,,,,,,,,,,,,,,,,,,
28350,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28351,,,,,,,,,,,,,,,,,,,,
28352,,,,,,,,,,,,,,,,,,,,
28353,,,,,,,,,,,,,,,,,,,,
28354,,,,,,,['Merging (Major Disturbance)'],['Merging (None)'],,,,,,,,,,,['Central Bulge (Moderate)'],['Central Bulge (None)']
28355,,,,,,,,,,,,,,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],,,,
28356,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28357,,,,,,,,,,,,,,,,,,,,
28358,,,,,,,,,,,,,,,,,,,,
28359,['Featured or Disk'],['Smooth'],,['In Between'],['Edge On Disk (No)'],,,,,,['Weak Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Loose)'],,['Spiral Arms (2)'],,['Central Bulge (Small)'],
28360,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
28361,,,,,,,,,,,,,,,,,,,,
28362,,,,,,,,,,,,,,,,,,,,
28363,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28364,,,,,,,,,,,,,,,,,,,,
28365,,,,,,,,,,,,,,,,,,,,
28366,,,,,,,,,,,,,,,,,,,,
28367,,,,,,,,,,,,,,,,,,,,
28368,,,['In Between'],['Cigar Shaped'],,,,,,,,,,,,,,,,
28369,,,,,,,,,,,,,,,,,,,,
28370,,,,,,,,,,,,,,,,,,,,
28371,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
28372,,,,,,,,,,,,,,,,,,,,
28373,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],['Merging (None)'],['Merging (Minor Disturbance)'],,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Loose)'],,['Spiral Arms (2)'],,['Central Bulge (None)']
28374,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,['Central Bulge (None)'],['Central Bulge (Small)']
28375,,,,,,,,,,,,,,,,,,,,
28376,,,['Round'],['In Between'],,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
28377,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)']
28378,,,,,,,,,,,,,,,,,,,,
28379,,,,,,,,,,,,,,,,,,,,
28380,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28381,,,,,,,,,,,,,,,,,,,,
28382,['Featured or Disk'],['Smooth'],,['Round'],['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Large)'],
28383,,,,,,,,,,,,,,,,,,,,
28384,,,,,,,,,,,,,,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],,,['Central Bulge (Small)'],['Central Bulge (Moderate)']
28385,,,,,,,,,,,,,,,,,,,,
28386,,,,,,,,,,,,,,,,,,,,
28387,,,,,,,,,,,,,,,,,,,,
28388,,,,,,,,,,,,,,,,,,,,
28389,,,,,,,,,,,,,,,,,,,,
28390,,,,,,,,,,,,,,,,,,,,
28391,['Smooth'],['Featured or Disk'],['Round'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (2)'],,['Central Bulge (Small)']
28392,,,['In Between'],['Round'],,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
28393,['Smooth'],['Featured or Disk'],['Round'],,,['Edge On Disk (No)'],,,,,,['Weak Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)']
28394,['Featured or Disk'],['Smooth'],,['Cigar Shaped'],['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],,,,,,,,,,,
28395,,,,,,,,,,,,,,,,,,,,
28396,,,['Cigar Shaped'],['In Between'],,,['Merging (None)'],['Merging (Minor Disturbance)'],,,,,,,,,,,,
28397,,,,,,,,,,,,,,,,,,,,
28398,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
28399,,,,,,,,,,,,,,,,,,,,
28400,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28401,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
28402,,,,,,,,,,,,,,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],,,,
28403,,,,,,,,,,,,,,,,,,,,
28404,,,,,,,,,,,['Weak Bar'],['No Bar'],,,,,,,,
28405,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
28406,,,,,,,,,,,,,,,,,,,,
28407,,,,,,,,,,,,,,,,,,,,
28408,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28409,,,,,,,['Merging (Major Disturbance)'],['Merging (None)'],,,,,['Spiral Arms (No)'],['Spiral Arms (Yes)'],,['Spiral Winding (Loose)'],,['Spiral Arms (2)'],,
28410,,,,,,,['Merging (None)'],['Merging (Merger)'],,,,,,,,,,,,
28411,,,,,,,,,,,,,,,,,,,,
28412,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
28413,,,,,,,,,,,,,,,,,,,,
28414,,,,,,,,,,,,,,,,,,,,
28415,,,,,,,,,,,,,['Spiral Arms (No)'],['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (2)'],,
28416,,,,,,,,,,,,,,,,,,,,
28417,['Featured or Disk'],['Artifact'],,,['Edge On Disk (Yes)'],,['Merging (None)'],,['Bulge (Rounded)'],,,,,,,,,,,
28418,,,,,,,,,,,,,,,,,,,,
28419,,,,,,,['Merging (Major Disturbance)'],['Merging (Minor Disturbance)'],,,,,,,,,,,,
28420,,,,,,,,,,,,,,,,,,,,
28421,,,,,,,,,,,,,,,,,,,,
28422,,,,,,,,,,,['Weak Bar'],['No Bar'],,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],['Spiral Arms (cannot tell)'],['Spiral Arms (2)'],,
28423,,,,,,,,,,,,,,,,,,,,
28424,,,,,,,,,,,,,,,,,,,,
28425,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28426,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['Weak Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)']
28427,,,,,,,,,,,,,,,,,,,,
28428,,,,,,,,,,,,,,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],,,['Central Bulge (Small)'],['Central Bulge (None)']
28429,['Featured or Disk'],['Smooth'],,['Round'],['Edge On Disk (No)'],,['Merging (Merger)'],['Merging (None)'],,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)'],
28430,,,,,,,,,,,,,,,,,,,,
28431,,,,,,,,,,,,,,,,,,,,
28432,,,,,,,,,,,,,,,,,,,,
28433,,,,,,,,,,,,,,,,,,,,
28434,,,,,,,,,,,,,,,,,,,,
28435,,,,,,,,,,,,,,,,,,,,
28436,['Featured or Disk'],['Smooth'],,['Cigar Shaped'],['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],,,,,,,,,,,
28437,,,,,,,,,,,,,,,,,,,,
28438,,,,,,,,,,,,,,,,,,,['Central Bulge (Moderate)'],['Central Bulge (Small)']
28439,,,,,,,,,,,,,,,,,,,,
28440,,,,,,,,,,,,,,,,,,,,
28441,['Featured or Disk'],['Smooth'],,['Cigar Shaped'],['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],,,,,,,,,,,
28442,,,,,,,,,,,,,,,,,,,,
28443,,,,,,,,,,,,,,,,,,,,
28444,,,,,,,,,,,,,,,,,,,,
28445,,,,,,,,,,,,,,,,,,,,
28446,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],,,,,,,,,,
28447,,,,,,,,,,,,,,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],['Spiral Arms (3)'],['Spiral Arms (2)'],,
28448,,,,,,,,,,,,,,,,,,,,
28449,,,,,,,,,,,,,,,,,,,,
28450,,,,,,,['Merging (None)'],['Merging (Minor Disturbance)'],,,,,['Spiral Arms (No)'],['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (2)'],,
28451,,,,,,,,,,,,,,,,,,,,
28452,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
28453,,,,,,,,,,,,,,,,,,,,
28454,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28455,,,,,,,,,,,,,,,['Spiral Winding (Medium)'],['Spiral Winding (Tight)'],,,,
28456,,,,,,,,,,,,,,,,,,,,
28457,,,,,,,,,,,,,,,,,,,,
28458,,,,,,,,,,,,,,,,,,,,
28459,,,,,,,,,,,,,,,['Spiral Winding (Medium)'],['Spiral Winding (Tight)'],['Spiral Arms (cannot tell)'],['Spiral Arms (2)'],,
28460,,,['Round'],['In Between'],,,,,,,,,,,,,,,,
28461,,,,,,,,,,,,,,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],,,,
28462,,,,,,,,,,,['No Bar'],['Weak Bar'],,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],['Spiral Arms (cannot tell)'],['Spiral Arms (2)'],,
28463,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28464,,,['Cigar Shaped'],['In Between'],,,,,,,,,,,,,,,,
28465,,,,,,,,,,,,,,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],,,,
28466,,,,,['Edge On Disk (Yes)'],['Edge On Disk (No)'],['Merging (Merger)'],['Merging (None)'],['Bulge (Rounded)'],,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (cannot tell)'],,['Central Bulge (Small)']
28467,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28468,,,,,,,,,,,,,,,,,,,,
28469,,,,,,,,,,,,,,,,,,,,
28470,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
28471,,,,,,,,,,,,,,,,,,,,
28472,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28473,,,,,,,,,,,,,,,,,,,,
28474,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
28475,,,,,,,,,,,,,,,,,,,,
28476,,,,,,,,,,,,,,,,,,,,
28477,,,,,,,,,,,,,,,,,,,,
28478,,,,,,,,,,,,,,,,,,,,
28479,,,,,,,,,,,,,,,,,,,,
28480,,,,,,,,,,,,,,,,,,,,
28481,,,,,,,,,,,,,,,,,,,,
28482,,,,,,,,,,,,,,,,,,,,
28483,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
28484,,,,,,,,,,,,,,,,,,,,
28485,,,,,,,,,,,,,,,,,,,['Central Bulge (Moderate)'],['Central Bulge (Small)']
28486,,,,,,,,,,,,,,,,,,,,
28487,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)']
28488,,,,,,,,,['Bulge (Boxy)'],['Bulge (None)'],,,,,,,,,,
28489,,,,,,,,,,,,,,,,,,,,
28490,,,,,,,,,,,,,,,,,,,,
28491,,,,,,,,,,,,,,,,,,,,
28492,,,,,,,,,,,,,,,,,,,,
28493,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,['Central Bulge (Small)']
28494,,,['Cigar Shaped'],['In Between'],,,,,,,,,,,,,,,,
28495,,,,,,,,,,,,,,,,,,,,
28496,,,,,,,,,,,,,,,,,,,,
28497,,,,,,,,,,,,,,,,,,,,
28498,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28499,,,,,,,,,,,,,,,,,,,,
28500,['Smooth'],['Featured or Disk'],['Round'],,,['Edge On Disk (No)'],['Merging (Major Disturbance)'],['Merging (None)'],,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)']
28501,,,,,,,,,,,,,,,,,,,,
28502,,,,,,,,,,,,,,,,,,,,
28503,,,,,,,,,,,,,,,,,,,,
28504,,,,,,,,,,,,,,,,,,,,
28505,,,,,,,,,,,,,,,,,,,,
28506,,,,,,,,,,,,,,,,,,,,
28507,,,,,,,,,,,,,,,,,,,,
28508,['Featured or Disk'],['Smooth'],,['In Between'],['Edge On Disk (No)'],,['Merging (Merger)'],['Merging (None)'],,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)'],
28509,,,,,,,,,,,,,,,,,,,,
28510,,,,,,,,,,,,,,,,,,,,
28511,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Small)']
28512,,,,,,,['Merging (Minor Disturbance)'],['Merging (Merger)'],,,,,,,,,,,,
28513,,,,,,,,,,,,,,,,,,,,
28514,,,,,,,,,,,,,['Spiral Arms (No)'],['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (cannot tell)'],,
28515,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
28516,,,,,,,,,,,,,,,,,,,,
28517,,,,,,,,,,,,,,,,,,,,
28518,,,,,,,,,,,,,,,,,,,,
28519,,,,,,,,,,,,,,,,,,,,
28520,,,,,,,,,,,,,,,,,,,,
28521,,,,,,,,,,,,,,,,,,,,
28522,,,,,,,,,,,['No Bar'],['Weak Bar'],,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],,,,
28523,,,,,,,,,,,,,,,,,['Spiral Arms (3)'],['Spiral Arms (2)'],,
28524,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
28525,['Featured or Disk'],['Smooth'],,['In Between'],['Edge On Disk (No)'],,,,,,['Strong Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Small)'],
28526,,,,,,,,,,,,,,,,,,,,
28527,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)']
28528,,,,,,,,,,,,,,,,,,,,
28529,,,,,,,,,,,,,,,,,,,,
28530,,,,,,,,,,,,,,,,,,,,
28531,,,,,,,,,,,,,,,,,,,,
28532,,,,,,,,,,,,,,,,,,,,
28533,,,,,,,,,,,,,,,,,,,,
28534,,,,,,,,,,,,,,,,,,,,
28535,,,,,,,,,,,,,,,,,,,,
28536,['Smooth'],['Featured or Disk'],['Round'],,,['Edge On Disk (No)'],,,,,,['Strong Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)']
28537,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
28538,,,,,,,,,,,,,,,,,,,,
28539,,,,,,,,,,,,,,,,,,,,
28540,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (Yes)'],,,,['Bulge (None)'],,,,,,,,,,
28541,,,['Cigar Shaped'],['In Between'],,,,,,,,,,,,,,,,
28542,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
28543,['Smooth'],['Artifact'],['In Between'],,,,['Merging (None)'],,,,,,,,,,,,,
28544,,,['In Between'],['Round'],,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
28545,,,,,,,,,,,,,,,,,,,,
28546,,,,,,,,,,,,,,,,,,,,
28547,['Featured or Disk'],['Smooth'],,['Round'],['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)'],
28548,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28549,['Featured or Disk'],['Smooth'],,['Cigar Shaped'],['Edge On Disk (Yes)'],,,,['Bulge (None)'],,,,,,,,,,,
28550,,,,,,,,,,,,,,,,,,,,
28551,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
28552,,,,,,,,,,,,,,,,,,,,
28553,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
28554,,,['In Between'],['Round'],,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
28555,,,,,,,,,,,,,,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],,,,
28556,,,,,,,['Merging (Major Disturbance)'],['Merging (Minor Disturbance)'],,,['No Bar'],['Weak Bar'],,,,,,,['Central Bulge (None)'],['Central Bulge (Small)']
28557,['Featured or Disk'],['Smooth'],,['In Between'],['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (1)'],,['Central Bulge (Small)'],
28558,,,,,,,,,,,,,,,,,,,,
28559,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],,,,,,,,,,
28560,,,['In Between'],['Cigar Shaped'],,,,,,,,,,,,,,,,
28561,,,,,,,['Merging (None)'],['Merging (Merger)'],,,,,['Spiral Arms (No)'],['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (2)'],,
28562,,,,,,,,,,,['Weak Bar'],['No Bar'],,,,,,,,
28563,,,,,,,,,,,,,,,,,,,,
28564,,,,,,,,,,,,,,,,,,,,
28565,['Artifact'],['Featured or Disk'],,,,['Edge On Disk (No)'],,['Merging (None)'],,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)']
28566,,,['In Between'],['Cigar Shaped'],,,,,,,,,,,,,,,,
28567,,,,,,,,,,,,,,,,,,,,
28568,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],['Merging (Minor Disturbance)'],['Merging (None)'],,,,['Weak Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,['Central Bulge (Small)']
28569,,,,,,,['Merging (None)'],['Merging (Minor Disturbance)'],,,,,,,,,,,,
28570,,,,,,,,,,,,,,,,,,,,
28571,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (Yes)'],,,,['Bulge (None)'],,,,,,,,,,
28572,['Smooth'],['Featured or Disk'],['Round'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (cannot tell)'],,['Central Bulge (Moderate)']
28573,,,,,,,,,,,,,,,,,,,,
28574,,,,,,,,,,,,,,,,,,,,
28575,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28576,,,,,,,,,,,,,,,,,,,,
28577,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,['Central Bulge (Small)']
28578,,,,,,,,,,,,,,,,,,,,
28579,['Smooth'],['Featured or Disk'],['Round'],,,['Edge On Disk (No)'],['Merging (Merger)'],['Merging (None)'],,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)']
28580,,,,,,,,,,,['No Bar'],['Weak Bar'],,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],,,['Central Bulge (Moderate)'],['Central Bulge (Small)']
28581,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
28582,,,,,,,,,,,,,,,,,,,,
28583,,,,,,,,,,,['Weak Bar'],['No Bar'],,,,,,,['Central Bulge (Small)'],['Central Bulge (Moderate)']
28584,,,['In Between'],['Round'],,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
28585,,,,,,,,,,,,,,,,,,,,
28586,,,,,,,,,,,,,,,,,,,,
28587,,,,,,,,,,,,,,,,,,,,
28588,,,,,,,,,,,,,,,,,,,,
28589,,,,,,,,,,,,,,,,,,,,
28590,,,['In Between'],['Round'],,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
28591,,,['In Between'],['Cigar Shaped'],,,,,,,,,,,,,,,,
28592,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
28593,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],,,['Central Bulge (Moderate)'],['Central Bulge (Small)']
28594,,,,,,,,,,,,,,,,,,,,
28595,,,,,,,,,,,,,,,,,,,,
28596,,,,,,,,,,,,,,,,,,,,
28597,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,['No Bar'],['Weak Bar'],,,,,,,,
28598,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],['Merging (Minor Disturbance)'],['Merging (None)'],,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,['Central Bulge (None)']
28599,,,,,,,,,,,,,,,,,,,,
28600,,,,,,,,,,,,,,,,,,,,
28601,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28602,,,,,,,,,,,,,,,,,,,,
28603,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28604,,,,,,,,,,,,,,,,,,,,
28605,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],['Merging (Minor Disturbance)'],['Merging (None)'],,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)']
28606,,,,,,,['Merging (Major Disturbance)'],['Merging (None)'],,,,,,,,,,,,
28607,,,,,,,,,,,,,,,,,,,,
28608,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
28609,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28610,,,,,,,,,,,,,,,,,,,,
28611,,,,,,,,,,,,,,,,,,,,
28612,,,,,,,,,,,,,,,,,,,,
28613,,,,,,,,,,,,,,,,,,,,
28614,,,,,,,,,,,,,,,,,,,,
28615,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
28616,,,,,,,,,,,,,,,,,,,,
28617,,,['Cigar Shaped'],['In Between'],,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
